,loss
173,0.7521030902862549
174,0.7458943724632263
175,0.7295661568641663
176,0.7288002371788025
177,0.7523893117904663
178,0.7368425130844116
179,0.7267215251922607
180,0.7408078908920288
181,0.7195907235145569
182,0.7282292246818542
183,0.6983152627944946
184,0.6965710520744324
185,0.6913525462150574
186,0.6869439482688904
187,0.6978397369384766
188,0.6945605278015137
189,0.6718577146530151
190,0.6662092804908752
191,0.6685777902603149
192,0.6934579610824585
193,0.693649172782898
194,0.6626375913619995
195,0.66792231798172
196,0.6649235486984253
197,0.645684540271759
198,0.650392472743988
199,0.6466194987297058
200,0.6247871518135071
201,0.6357890367507935
202,0.6316904425621033
203,0.6345456838607788
204,0.6460173726081848
205,0.6529910564422607
206,0.6295034289360046
207,0.6133337616920471
208,0.6074857711791992
209,0.6119552254676819
210,0.6222934126853943
211,0.5927107930183411
212,0.6059006452560425
213,0.6135984063148499
214,0.6221901774406433
215,0.6203140020370483
216,0.6041001677513123
217,0.57505202293396
218,0.583228588104248
219,0.5920577049255371
220,0.5768682360649109
221,0.5840963125228882
222,0.5769849419593811
223,0.5862035155296326
224,0.5905436277389526
225,0.5767114162445068
226,0.5795522332191467
227,0.5623121857643127
228,0.5762726664543152
229,0.5542033314704895
230,0.5524643063545227
231,0.5620899200439453
232,0.5436474084854126
233,0.5767985582351685
234,0.5383129119873047
235,0.549356997013092
236,0.556685209274292
237,0.5612345337867737
238,0.5400157570838928
239,0.5540385842323303
240,0.5259873270988464
241,0.5101655721664429
242,0.5412226915359497
243,0.5385447144508362
244,0.541038453578949
245,0.540012776851654
246,0.5276424288749695
247,0.5177032947540283
248,0.5460405349731445
249,0.5261624455451965
250,0.5168007612228394
251,0.5274056792259216
252,0.49835294485092163
253,0.5108574032783508
254,0.515164315700531
255,0.5261004567146301
256,0.5085811018943787
257,0.521544873714447
258,0.5213233232498169
259,0.5043826699256897
260,0.5159406661987305
261,0.5269620418548584
262,0.5104143619537354
263,0.5129739046096802
264,0.49331605434417725
265,0.4865678548812866
266,0.48946914076805115
267,0.4918047785758972
268,0.48631751537323
269,0.4842674136161804
270,0.4644084572792053
271,0.4912966787815094
272,0.5017164349555969
273,0.5045943856239319
274,0.5005198121070862
275,0.48411834239959717
276,0.48174309730529785
277,0.4774923026561737
278,0.470134437084198
279,0.4821854531764984
280,0.46975022554397583
281,0.4706113934516907
282,0.48725882172584534
283,0.4582279920578003
284,0.4676772356033325
285,0.47410762310028076
286,0.47867345809936523
287,0.46093103289604187
288,0.47614845633506775
289,0.46195316314697266
290,0.44817233085632324
291,0.45946431159973145
292,0.4515167474746704
293,0.47703465819358826
294,0.44983771443367004
295,0.4517461061477661
296,0.44978266954421997
297,0.4524554908275604
298,0.47318127751350403
299,0.4703686237335205
300,0.44645991921424866
301,0.45750170946121216
302,0.44241300225257874
303,0.44149893522262573
304,0.4535007178783417
305,0.4432058334350586
306,0.4359845519065857
307,0.4349791407585144
308,0.44401177763938904
309,0.43704429268836975
310,0.44226309657096863
311,0.4403280019760132
312,0.434815913438797
313,0.4244350790977478
314,0.43661484122276306
315,0.44038569927215576
316,0.4297545850276947
317,0.4286971986293793
318,0.4371247887611389
319,0.43906518816947937
320,0.4499560594558716
321,0.42733052372932434
322,0.41553160548210144
323,0.42750421166419983
324,0.43366068601608276
325,0.43012535572052
326,0.436532586812973
327,0.4236142933368683
328,0.40740323066711426
329,0.42549511790275574
330,0.4154406785964966
331,0.41699978709220886
332,0.4279036819934845
333,0.39401713013648987
334,0.421048104763031
335,0.3867611289024353
336,0.420743852853775
337,0.4182276427745819
338,0.42092040181159973
339,0.4303725063800812
340,0.4341372549533844
341,0.40868693590164185
342,0.4044225215911865
343,0.41484731435775757
344,0.419404000043869
345,0.40535759925842285
346,0.3872375190258026
347,0.4105181396007538
348,0.4343266785144806
349,0.4001334011554718
350,0.393698513507843
351,0.3946297764778137
352,0.39327487349510193
353,0.3905356228351593
354,0.39363008737564087
355,0.4021517336368561
356,0.39444541931152344
357,0.4047236740589142
358,0.4272659122943878
359,0.3998326361179352
360,0.39165008068084717
361,0.3864615559577942
362,0.4380451738834381
363,0.40226060152053833
364,0.39422354102134705
365,0.39731812477111816
366,0.3966526389122009
367,0.39808839559555054
368,0.4012886881828308
369,0.38439127802848816
370,0.38342610001564026
371,0.3864854872226715
372,0.39332470297813416
373,0.36670684814453125
374,0.37888145446777344
375,0.39348942041397095
376,0.39403918385505676
377,0.379327654838562
378,0.3858366310596466
379,0.38313934206962585
380,0.39543548226356506
381,0.3784724175930023
382,0.37941455841064453
383,0.3775874078273773
384,0.3957226276397705
385,0.37509727478027344
386,0.395504355430603
387,0.3739769756793976
388,0.38992196321487427
389,0.38667240738868713
390,0.39304429292678833
391,0.37593594193458557
392,0.37137800455093384
393,0.3662474751472473
394,0.3951709568500519
395,0.3816223740577698
396,0.3669523298740387
397,0.37111878395080566
398,0.36299318075180054
399,0.3567847013473511
400,0.37323373556137085
401,0.35927465558052063
402,0.3802643120288849
403,0.3799077570438385
404,0.3657453954219818
405,0.3701291084289551
406,0.3637808561325073
407,0.35725387930870056
408,0.36388954520225525
409,0.3665924370288849
410,0.36619478464126587
411,0.3521457016468048
412,0.3740121126174927
413,0.3866967558860779
414,0.35430580377578735
415,0.35586610436439514
416,0.3511950373649597
417,0.3628773093223572
418,0.35529187321662903
419,0.3512594699859619
420,0.38918566703796387
421,0.3838602304458618
422,0.3598557412624359
423,0.3577350080013275
424,0.3618301749229431
425,0.3521919250488281
426,0.357848584651947
427,0.3511439859867096
428,0.3494497537612915
429,0.3596113324165344
430,0.3586096465587616
431,0.35563480854034424
432,0.35489127039909363
433,0.3588908910751343
434,0.36249861121177673
435,0.34211406111717224
436,0.3433411419391632
437,0.349690318107605
438,0.35297757387161255
439,0.34657248854637146
440,0.3488466441631317
441,0.34360596537590027
442,0.3374759256839752
443,0.3592854142189026
444,0.34559258818626404
445,0.3621251583099365
446,0.37014734745025635
447,0.33599868416786194
448,0.33767208456993103
449,0.3556705713272095
450,0.35943108797073364
451,0.34301766753196716
452,0.34864702820777893
453,0.3439352214336395
454,0.32900258898735046
455,0.3398948311805725
456,0.3554922938346863
457,0.3475084900856018
458,0.33975622057914734
459,0.34813785552978516
460,0.3416800796985626
461,0.34519776701927185
462,0.3439675271511078
463,0.3364989757537842
464,0.3251754343509674
465,0.32517194747924805
466,0.33678382635116577
467,0.3375331461429596
468,0.3412199020385742
469,0.35276857018470764
470,0.33446037769317627
471,0.32100239396095276
472,0.34091970324516296
473,0.3480975329875946
474,0.3489874601364136
475,0.34897205233573914
476,0.3341130018234253
477,0.3407111167907715
478,0.3273901045322418
479,0.32623356580734253
480,0.33232027292251587
481,0.33329594135284424
482,0.3395039737224579
483,0.33377230167388916
484,0.33549678325653076
485,0.337711900472641
486,0.32713258266448975
487,0.32924723625183105
488,0.3311203122138977
489,0.34372371435165405
490,0.3324838876724243
491,0.3268549144268036
492,0.3234882950782776
493,0.32105207443237305
494,0.32990792393684387
495,0.326405793428421
496,0.32834360003471375
497,0.3303926885128021
498,0.3331229090690613
499,0.3224424719810486
