,loss
241,1.4911422729492188
242,1.4900072813034058
243,1.4903401136398315
244,1.4907739162445068
245,1.478705883026123
246,1.478832721710205
247,1.4712151288986206
248,1.4646154642105103
249,1.472961187362671
250,1.4549630880355835
251,1.4683433771133423
252,1.4576783180236816
253,1.4591962099075317
254,1.4490309953689575
255,1.4322757720947266
256,1.4400423765182495
257,1.429247260093689
258,1.4379618167877197
259,1.4234540462493896
260,1.4168941974639893
261,1.4014055728912354
262,1.4014396667480469
263,1.3987303972244263
264,1.4142320156097412
265,1.4206892251968384
266,1.4065570831298828
267,1.3972219228744507
268,1.384000301361084
269,1.3827778100967407
270,1.3696368932724
271,1.384440541267395
272,1.3588263988494873
273,1.3753867149353027
274,1.3549492359161377
275,1.3546355962753296
276,1.3658463954925537
277,1.3718631267547607
278,1.357139229774475
279,1.3480433225631714
280,1.3386789560317993
281,1.3366801738739014
282,1.3328418731689453
283,1.3370511531829834
284,1.3102506399154663
285,1.3246972560882568
286,1.338485836982727
287,1.3103442192077637
288,1.3162105083465576
289,1.3151822090148926
290,1.3206305503845215
291,1.2932311296463013
292,1.2930859327316284
293,1.2965718507766724
294,1.3027620315551758
295,1.2813585996627808
296,1.2809938192367554
297,1.291502833366394
298,1.287629246711731
299,1.2840850353240967
300,1.276288390159607
301,1.2759422063827515
302,1.2662545442581177
303,1.2865829467773438
304,1.2498341798782349
305,1.2502586841583252
306,1.2565953731536865
307,1.2476800680160522
308,1.2516565322875977
309,1.2540454864501953
310,1.2457592487335205
311,1.2413333654403687
312,1.2433520555496216
313,1.2386445999145508
314,1.2325159311294556
315,1.2141907215118408
316,1.228718876838684
317,1.2210158109664917
318,1.203393578529358
319,1.2254186868667603
320,1.2154024839401245
321,1.216598391532898
322,1.2102316617965698
323,1.206300973892212
324,1.206230640411377
325,1.1865073442459106
326,1.185145378112793
327,1.1995809078216553
328,1.1832563877105713
329,1.180837869644165
330,1.1773983240127563
331,1.1835439205169678
332,1.1930925846099854
333,1.1741548776626587
334,1.1625237464904785
335,1.1660964488983154
336,1.1689015626907349
337,1.1537086963653564
338,1.1630539894104004
339,1.166998028755188
340,1.1648142337799072
341,1.1583503484725952
342,1.139025092124939
343,1.1553090810775757
344,1.1443378925323486
345,1.1288421154022217
346,1.1309196949005127
347,1.1361522674560547
348,1.1260828971862793
349,1.145035743713379
350,1.1234654188156128
351,1.1362848281860352
352,1.1194803714752197
353,1.1231273412704468
354,1.1256309747695923
355,1.1225961446762085
356,1.1198091506958008
357,1.1171239614486694
358,1.108662724494934
359,1.1139132976531982
360,1.0963833332061768
361,1.1098239421844482
362,1.0932008028030396
363,1.084717869758606
364,1.0924581289291382
365,1.084599494934082
366,1.0812580585479736
367,1.0753229856491089
368,1.0700286626815796
369,1.0669496059417725
370,1.092820644378662
371,1.0796825885772705
372,1.0654325485229492
373,1.0713443756103516
374,1.0772120952606201
375,1.0624736547470093
376,1.0683188438415527
377,1.0689563751220703
378,1.0679134130477905
379,1.0579231977462769
380,1.0421648025512695
381,1.0581202507019043
382,1.0615814924240112
383,1.0484678745269775
384,1.043095588684082
385,1.03500497341156
386,1.021736979484558
387,1.0287561416625977
388,1.0337576866149902
389,1.0291630029678345
390,1.0431925058364868
391,1.0287271738052368
392,1.0504258871078491
393,1.0302999019622803
394,1.0182498693466187
395,1.0203373432159424
396,1.0301358699798584
397,1.0290215015411377
398,1.0136160850524902
399,1.0038280487060547
400,1.0031702518463135
401,1.0139755010604858
402,1.0114511251449585
403,1.0072062015533447
404,1.0117582082748413
405,0.9805414080619812
406,0.9993175268173218
407,0.9924235343933105
408,0.9953833222389221
409,0.9871006608009338
410,0.9770139455795288
411,1.0031992197036743
412,0.988235592842102
413,0.9899148941040039
414,0.9933691024780273
415,0.976673424243927
416,0.9901349544525146
417,0.9699154496192932
418,0.9627113342285156
419,0.9714509844779968
420,0.9808834791183472
421,0.9829609990119934
422,0.9601122140884399
423,0.9579846858978271
424,0.9782784581184387
425,0.9718162417411804
426,0.9539698958396912
427,0.94460129737854
428,0.9500657320022583
429,0.939527690410614
430,0.9432914853096008
431,0.9517527222633362
432,0.95643550157547
433,0.932733952999115
434,0.9554798603057861
435,0.9442996382713318
436,0.9390751123428345
437,0.9390846490859985
438,0.9488137364387512
439,0.935539186000824
440,0.9394672513008118
441,0.9356991648674011
442,0.9450041055679321
443,0.9253243803977966
444,0.9220751523971558
445,0.9149909019470215
446,0.9172978401184082
447,0.9275687336921692
448,0.9218560457229614
449,0.9259751439094543
450,0.9239360690116882
451,0.9232146143913269
452,0.9181082248687744
453,0.9008199572563171
454,0.9162800908088684
455,0.914482057094574
456,0.9140974879264832
457,0.9086340069770813
458,0.9092510938644409
459,0.9092347621917725
460,0.9026060104370117
461,0.8938141465187073
462,0.898394763469696
463,0.9011861681938171
464,0.8877251744270325
465,0.8965803384780884
466,0.899527907371521
467,0.885799765586853
468,0.8966976404190063
469,0.8883200883865356
470,0.8873469233512878
471,0.8847908973693848
472,0.8789944052696228
473,0.8856555223464966
474,0.8891858458518982
475,0.8934978246688843
476,0.8772343397140503
477,0.8705117702484131
478,0.8723645210266113
479,0.8767648935317993
480,0.8730510473251343
481,0.8602873086929321
482,0.874693751335144
483,0.8613658547401428
484,0.8716328144073486
485,0.8545200824737549
486,0.8700858354568481
487,0.8740785717964172
488,0.8555285930633545
489,0.8609687685966492
490,0.8616378903388977
491,0.8458553552627563
492,0.8441745638847351
493,0.8349670171737671
494,0.8430585861206055
495,0.8529338240623474
496,0.8455395698547363
497,0.8500714898109436
498,0.8471997380256653
499,0.8429531455039978
