,loss
0,6.304455280303955
1,5.963006973266602
2,5.946411609649658
3,5.928869247436523
4,5.90205717086792
5,5.875778675079346
6,5.85032844543457
7,5.820986270904541
8,5.785084247589111
9,5.740573883056641
10,5.692692756652832
11,5.640629768371582
12,5.589943885803223
13,5.528402805328369
14,5.4739155769348145
15,5.411375522613525
16,5.349008083343506
17,5.281533718109131
18,5.219433307647705
19,5.153182506561279
20,5.088840007781982
21,5.024582386016846
22,4.960529804229736
23,4.893388748168945
24,4.832184791564941
25,4.775190353393555
26,4.708068370819092
27,4.657466411590576
28,4.605660438537598
29,4.553694248199463
30,4.493838310241699
31,4.442682266235352
32,4.393504619598389
33,4.345763206481934
34,4.295389652252197
35,4.250369071960449
36,4.201251029968262
37,4.1655402183532715
38,4.112931251525879
39,4.077972888946533
40,4.036892890930176
41,3.9974377155303955
42,3.955470561981201
43,3.913498640060425
44,3.8756911754608154
45,3.8446669578552246
46,3.8113253116607666
47,3.785033702850342
48,3.742867946624756
49,3.7049245834350586
50,3.6770431995391846
51,3.643181562423706
52,3.616084575653076
53,3.5876708030700684
54,3.5583066940307617
55,3.522595167160034
56,3.499316453933716
57,3.466294050216675
58,3.432831048965454
59,3.4108777046203613
60,3.390355110168457
61,3.3524675369262695
62,3.332847833633423
63,3.3119113445281982
64,3.288118839263916
65,3.26354718208313
66,3.2377328872680664
67,3.2201004028320312
68,3.192349433898926
69,3.1638400554656982
70,3.1599302291870117
71,3.138368844985962
72,3.116751194000244
73,3.091810941696167
74,3.0628163814544678
75,3.036606550216675
76,3.0147147178649902
77,3.0031352043151855
78,2.982926607131958
79,2.9647223949432373
80,2.940657138824463
81,2.9300098419189453
82,2.9124505519866943
83,2.899900197982788
84,2.8880064487457275
85,2.863564968109131
86,2.839813232421875
87,2.8219642639160156
88,2.804839849472046
89,2.781554937362671
90,2.7685890197753906
91,2.7649502754211426
92,2.740294933319092
93,2.732994318008423
94,2.6935296058654785
95,2.694620370864868
96,2.688899278640747
97,2.654791831970215
98,2.6488802433013916
99,2.6410398483276367
100,2.6257102489471436
101,2.6086673736572266
102,2.599975824356079
103,2.5802457332611084
104,2.5775136947631836
105,2.558537244796753
106,2.5297183990478516
107,2.524811267852783
108,2.509500741958618
109,2.4996254444122314
110,2.488238573074341
111,2.484168767929077
112,2.4634361267089844
113,2.459233522415161
114,2.4511685371398926
115,2.4331469535827637
116,2.4096155166625977
117,2.4065351486206055
118,2.3886046409606934
119,2.3852016925811768
120,2.370636463165283
121,2.3510210514068604
122,2.347796678543091
123,2.3370447158813477
124,2.3420417308807373
125,2.307720422744751
126,2.2905540466308594
127,2.2858545780181885
128,2.277787446975708
129,2.2612521648406982
130,2.261762857437134
131,2.2532215118408203
132,2.246800422668457
133,2.2292699813842773
134,2.231137275695801
135,2.2155308723449707
136,2.1986725330352783
137,2.1879055500030518
138,2.174412488937378
139,2.1773295402526855
140,2.169785976409912
141,2.156888008117676
142,2.1501200199127197
143,2.1321780681610107
144,2.1196377277374268
145,2.1063807010650635
146,2.1095080375671387
147,2.1075384616851807
148,2.094285011291504
149,2.0806407928466797
150,2.0725884437561035
151,2.0730764865875244
152,2.051100015640259
153,2.063153028488159
154,2.0587832927703857
155,2.0317962169647217
156,2.014411687850952
157,2.020301580429077
158,2.0104598999023438
159,1.99350905418396
160,1.9959734678268433
161,1.989785075187683
162,1.9782817363739014
163,1.9534962177276611
164,1.9605669975280762
165,1.9499272108078003
166,1.949863314628601
167,1.9392740726470947
168,1.9367055892944336
169,1.9208753108978271
170,1.9149937629699707
171,1.9132746458053589
172,1.8988442420959473
173,1.8984956741333008
174,1.889365792274475
175,1.876018762588501
176,1.8820817470550537
177,1.8588953018188477
178,1.8674482107162476
179,1.8465242385864258
180,1.8459317684173584
181,1.8317170143127441
182,1.8427140712738037
183,1.827902913093567
184,1.805465579032898
185,1.8022710084915161
186,1.8239364624023438
187,1.7976032495498657
188,1.7958950996398926
189,1.789383053779602
190,1.8007400035858154
191,1.7766869068145752
192,1.7687928676605225
193,1.7661508321762085
194,1.7558720111846924
195,1.736851453781128
196,1.7582865953445435
197,1.7231287956237793
198,1.737290620803833
199,1.7335708141326904
200,1.7198846340179443
201,1.7217282056808472
202,1.713767647743225
203,1.7093931436538696
204,1.6811647415161133
205,1.6749826669692993
206,1.673033356666565
207,1.6824939250946045
208,1.6599987745285034
209,1.6656432151794434
210,1.6624999046325684
211,1.6539702415466309
212,1.6502673625946045
213,1.6624633073806763
214,1.648453712463379
215,1.6324485540390015
216,1.6255847215652466
217,1.626676082611084
218,1.6169873476028442
219,1.611701250076294
220,1.6005628108978271
221,1.622879147529602
222,1.5928131341934204
223,1.6110199689865112
224,1.5915526151657104
225,1.5839287042617798
226,1.5829007625579834
227,1.5695093870162964
228,1.581318974494934
229,1.5522452592849731
230,1.5709563493728638
231,1.5255310535430908
232,1.563905954360962
233,1.5338903665542603
234,1.5375508069992065
235,1.541316032409668
236,1.5291986465454102
237,1.5280483961105347
238,1.5175188779830933
239,1.5242968797683716
240,1.511928915977478
