,loss,val_loss
0,50184.6484375,27513.79296875
1,21570.953125,11715.376953125
2,2846.833740234375,1871.107177734375
3,921.3265380859375,1746.616943359375
4,1474.8907470703125,1963.8714599609375
5,899.1376953125,1568.150390625
6,856.8602294921875,1435.5081787109375
7,917.2835693359375,1781.6544189453125
8,851.5908813476562,1546.4476318359375
9,816.4521484375,1478.3731689453125
10,818.3040161132812,1390.85791015625
11,828.4385986328125,1450.0211181640625
12,820.1077880859375,1428.3438720703125
13,783.745849609375,1324.8326416015625
14,799.4667358398438,1580.829345703125
15,782.2677612304688,1544.7276611328125
16,786.9492797851562,1582.1478271484375
17,777.0362548828125,1543.44384765625
18,775.0986328125,1395.8695068359375
19,760.0673217773438,1291.9725341796875
20,722.4476928710938,1309.984619140625
21,780.0383911132812,1353.372802734375
22,698.3270874023438,1292.6033935546875
23,807.5657348632812,1519.4892578125
24,908.1205444335938,2029.5172119140625
25,922.2124633789062,1522.352294921875
26,826.9589233398438,1578.6256103515625
27,715.6552124023438,1186.8814697265625
28,500.5729064941406,692.8355102539062
29,411.2680969238281,677.1056518554688
30,366.7977294921875,605.3871459960938
31,340.22515869140625,489.6166687011719
32,298.48193359375,444.0057678222656
33,260.7439270019531,398.89178466796875
34,216.48036193847656,399.2513427734375
35,423.887451171875,405.453369140625
36,213.42636108398438,429.06378173828125
37,195.70770263671875,324.7626037597656
38,164.21522521972656,480.7488098144531
39,220.4518280029297,437.2056579589844
40,180.2493133544922,315.7435607910156
41,380.4989929199219,655.8349609375
42,233.1996307373047,379.6045837402344
43,183.02883911132812,329.8271484375
44,166.52285766601562,418.7137145996094
45,161.64756774902344,300.8731384277344
46,196.4828643798828,898.06103515625
47,206.02011108398438,292.3338928222656
48,170.40072631835938,270.8117980957031
49,149.20919799804688,281.102294921875
50,129.47714233398438,401.5441589355469
51,122.50238037109375,244.24798583984375
52,102.26978302001953,221.9507293701172
53,91.6650161743164,207.25546264648438
54,96.93003845214844,271.54449462890625
55,95.29662322998047,200.96119689941406
56,89.75022888183594,191.39144897460938
57,321.62786865234375,341.9524230957031
58,380.4082336425781,1000.7197265625
59,286.1588439941406,359.78961181640625
60,192.59457397460938,376.7898254394531
61,192.9661407470703,248.48110961914062
62,130.8694305419922,217.078857421875
63,197.8668670654297,243.07630920410156
64,149.9330596923828,600.06640625
65,169.51458740234375,228.56793212890625
66,100.62348175048828,245.05613708496094
67,128.77064514160156,207.59169006347656
68,110.1454849243164,230.67971801757812
69,93.81379699707031,185.3008270263672
70,121.24919891357422,227.95306396484375
71,134.2614288330078,271.67822265625
72,95.02572631835938,269.1405334472656
73,95.65290832519531,265.9773254394531
74,84.8046875,296.916259765625
75,74.54865264892578,274.2006530761719
76,83.95661926269531,307.22747802734375
77,81.06023406982422,222.2742156982422
78,74.3641357421875,220.6471405029297
79,73.93714141845703,207.94374084472656
80,61.22592544555664,193.70223999023438
81,75.024169921875,194.0880584716797
82,83.82025146484375,285.929931640625
83,67.16012573242188,177.2949676513672
84,65.69196319580078,258.0401916503906
85,81.33363342285156,197.60394287109375
