,loss,val_loss
0,58037.52734375,50839.84375
1,18357.525390625,20600.080078125
2,6357.1259765625,6119.27392578125
3,1418.3492431640625,1676.9049072265625
4,922.952880859375,1495.9039306640625
5,843.6926879882812,1450.813720703125
6,795.5296020507812,1597.2840576171875
7,778.5861206054688,1510.670166015625
8,764.1329956054688,1455.807861328125
9,805.5001831054688,1574.42529296875
10,767.2755737304688,1491.9254150390625
11,760.3610229492188,1420.36669921875
12,764.329345703125,1464.4315185546875
13,757.0289306640625,1295.645751953125
14,760.843017578125,1380.8779296875
15,764.1038818359375,1423.19580078125
16,751.05859375,1302.477294921875
17,728.1435546875,1344.185791015625
18,729.8187255859375,1751.473876953125
19,726.213134765625,1282.497314453125
20,719.8558349609375,1740.15283203125
21,539.4219360351562,472.6328125
22,276.76641845703125,387.54412841796875
23,190.68511962890625,622.8729858398438
24,136.2968292236328,334.92401123046875
25,134.3451690673828,317.89990234375
26,118.69620513916016,300.9972229003906
27,119.52722930908203,293.6896057128906
28,227.33480834960938,368.4300842285156
29,134.2211151123047,313.21453857421875
30,112.25069427490234,315.9975891113281
31,115.50555419921875,325.7263488769531
32,93.36199188232422,279.7415466308594
33,112.34510040283203,267.1766662597656
34,128.67398071289062,286.8483581542969
35,87.03522491455078,224.98440551757812
36,91.95024108886719,256.3880615234375
37,111.22377014160156,234.87782287597656
38,81.81433868408203,242.77154541015625
39,85.08450317382812,219.27528381347656
40,262.616455078125,549.7896728515625
41,195.48558044433594,394.18988037109375
42,151.8484649658203,279.0829772949219
43,94.0539779663086,225.86190795898438
44,87.93586730957031,202.5408172607422
45,73.0886459350586,195.29197692871094
46,77.96343231201172,173.80152893066406
47,59.71785354614258,172.8673858642578
48,73.0592269897461,220.60980224609375
49,81.45452880859375,246.4874267578125
50,55.03882598876953,180.8632049560547
51,53.64244079589844,165.5181884765625
52,55.271549224853516,178.4893035888672
53,63.363285064697266,166.6833038330078
54,75.71864318847656,180.18167114257812
55,58.96873092651367,165.37994384765625
56,60.5573844909668,303.759033203125
57,68.47480773925781,167.6468963623047
58,80.1043701171875,206.3851776123047
