,loss,val_loss
0,78206.203125,38390.921875
1,11218.2294921875,11558.0009765625
2,9098.6640625,3927.931640625
3,1742.2098388671875,2487.921875
4,1197.9141845703125,2873.768310546875
5,962.7681274414062,1697.1177978515625
6,887.60400390625,1709.3980712890625
7,838.92822265625,1705.77587890625
8,890.5835571289062,1678.7730712890625
9,798.1863403320312,1426.015869140625
10,795.8955688476562,1523.75537109375
11,786.9111938476562,1501.97265625
12,1069.8035888671875,2746.931396484375
13,955.3001708984375,2297.12060546875
14,962.4464111328125,1441.2086181640625
15,908.38232421875,2171.70654296875
16,871.738037109375,1485.046142578125
17,839.9027709960938,1432.9539794921875
18,850.9046020507812,1445.7979736328125
19,829.4617309570312,1624.3629150390625
20,794.2697143554688,1417.2745361328125
21,775.218017578125,1462.8817138671875
22,800.730224609375,1547.6986083984375
23,833.4536743164062,1446.1439208984375
24,805.6844482421875,1597.5684814453125
25,783.201904296875,1365.4295654296875
26,781.6392211914062,1568.5875244140625
27,777.5809326171875,1338.141845703125
28,762.4050903320312,1323.2408447265625
29,758.1219482421875,1332.3192138671875
30,776.9638061523438,2106.955810546875
31,803.4727172851562,1391.712646484375
32,750.9071044921875,1226.0950927734375
33,751.8025512695312,1460.147216796875
34,746.298095703125,1496.398681640625
35,873.5673217773438,1227.9583740234375
36,754.2023315429688,1559.8533935546875
37,783.4598388671875,1130.6644287109375
38,810.935302734375,1582.80712890625
39,785.4971923828125,1182.646728515625
40,744.0457763671875,1193.1361083984375
41,745.6340942382812,1430.37158203125
42,744.838623046875,1266.5889892578125
43,827.7117309570312,1554.70458984375
44,737.820068359375,1136.1395263671875
45,729.8410034179688,1330.4305419921875
46,923.7528076171875,1573.725830078125
47,729.948974609375,1200.421630859375
48,861.3217163085938,1447.1485595703125
49,767.43408203125,1802.752685546875
50,819.7652587890625,1235.50830078125
51,752.8563232421875,1406.71923828125
52,726.150146484375,1133.2901611328125
53,705.8305053710938,1032.2457275390625
54,696.6343994140625,1149.8662109375
55,675.4791870117188,1008.1351318359375
56,670.4308471679688,1025.4251708984375
57,601.0037841796875,730.7437133789062
58,358.36297607421875,382.344970703125
59,351.2926940917969,498.4236755371094
60,200.2128448486328,399.9314270019531
61,195.119384765625,593.3635864257812
62,246.32870483398438,1193.8193359375
63,286.3467102050781,359.3857727050781
64,156.105712890625,311.8879699707031
65,135.10801696777344,225.37088012695312
66,131.4604949951172,252.3917694091797
67,124.24014282226562,234.7480010986328
68,86.4609146118164,216.82476806640625
69,86.52349853515625,195.0521697998047
70,87.0066909790039,192.46636962890625
71,77.7595443725586,277.1081848144531
72,113.56031036376953,223.93019104003906
73,92.87617492675781,265.037353515625
74,94.26133728027344,232.02703857421875
75,83.40679168701172,256.19940185546875
76,146.92591857910156,412.25006103515625
77,99.84143829345703,233.54901123046875
78,79.13117980957031,300.39581298828125
79,94.73117065429688,234.33712768554688
80,113.17430877685547,224.88803100585938
81,94.39017486572266,202.06800842285156
82,71.96893310546875,198.52867126464844
83,92.41079711914062,203.34823608398438
84,106.50907135009766,203.5950469970703
85,77.88612365722656,202.96629333496094
86,81.97386932373047,287.8332824707031
87,85.35985565185547,197.8505859375
88,93.61351013183594,238.19464111328125
89,71.35279083251953,214.86988830566406
90,67.89372253417969,184.32090759277344
91,95.73108673095703,191.1102752685547
92,74.95332336425781,243.6907958984375
93,70.90453338623047,170.58872985839844
94,67.64657592773438,177.7409210205078
95,76.28297424316406,176.99964904785156
96,81.72223663330078,179.76499938964844
97,66.48014831542969,174.41090393066406
98,87.96127319335938,253.7388153076172
99,103.5411605834961,331.0142822265625
100,97.51119232177734,365.2875671386719
101,101.2921371459961,181.9702606201172
102,94.06409454345703,204.65216064453125
103,86.33549499511719,216.49974060058594
104,76.186767578125,176.83837890625
105,82.27161407470703,193.33555603027344
106,78.8133773803711,168.54354858398438
107,75.92677307128906,173.13656616210938
108,90.14496612548828,180.25830078125
109,82.41995239257812,178.89840698242188
110,68.45079040527344,181.17967224121094
111,72.52811431884766,173.65484619140625
112,68.0469970703125,170.7510223388672
113,76.25324249267578,172.8987274169922
114,70.80554962158203,175.43911743164062
115,74.08770751953125,261.9206848144531
116,87.08895111083984,224.3323516845703
117,66.78752899169922,171.10714721679688
118,67.60589599609375,171.10372924804688
119,67.15333557128906,169.5743865966797
120,59.544883728027344,166.5768585205078
121,71.22846984863281,171.1639862060547
122,110.22476196289062,192.54080200195312
123,71.37073516845703,212.67758178710938
124,60.85187911987305,168.64480590820312
125,71.93740844726562,181.8607940673828
126,74.20426177978516,246.00326538085938
127,71.97213745117188,168.56085205078125
128,69.50871276855469,174.5139923095703
129,69.06391143798828,190.4882049560547
130,57.94526672363281,182.20643615722656
131,72.28274536132812,164.5660400390625
132,57.65625762939453,165.38328552246094
133,68.7673568725586,169.44790649414062
134,51.711021423339844,204.55821228027344
135,68.83732604980469,164.5078582763672
136,69.87201690673828,186.82882690429688
137,58.5372200012207,199.40472412109375
138,90.07926177978516,183.349365234375
